PLOT_ID,NDVI,SummaryQA,DayOfYear,yr
388,0.037700000000000004,2.0,21.0,2012.0
474,0.3604,3.0,32.0,2012.0
476,0.13820000000000002,3.0,24.0,2012.0
480,0.0674,3.0,21.0,2012.0
482,0.028,3.0,21.0,2012.0
486,0.19590000000000002,3.0,32.0,2012.0
488,0.052500000000000005,3.0,21.0,2012.0
492,0.10070000000000001,2.0,21.0,2012.0
494,0.2531,3.0,32.0,2012.0
579,0.0596,2.0,19.0,2012.0
581,0.0494,2.0,21.0,2012.0
600,0.2411,1.0,30.0,2012.0
656,0.1738,3.0,32.0,2012.0
658,0.3689,1.0,30.0,2012.0
664,0.3523,1.0,30.0,2012.0
666,0.29910000000000003,3.0,30.0,2012.0
697,0.2859,1.0,30.0,2012.0
699,0.30460000000000004,1.0,30.0,2012.0
702,0.229,1.0,30.0,2012.0
715,0.020800000000000003,3.0,21.0,2012.0
1052,0.0843,2.0,32.0,2012.0
1084,0.0814,2.0,30.0,2012.0
1086,0.0349,2.0,19.0,2012.0
1088,0.0199,2.0,30.0,2012.0
1139,0.0884,2.0,30.0,2012.0
1141,0.032600000000000004,2.0,19.0,2012.0
1143,0.0304,2.0,30.0,2012.0
1145,0.0019,2.0,30.0,2012.0
154,0.116,2.0,46.0,2012.0
156,0.10210000000000001,2.0,46.0,2012.0
160,0.0729,2.0,46.0,2012.0
162,0.094,2.0,46.0,2012.0
164,0.1636,2.0,46.0,2012.0
166,0.13520000000000001,2.0,46.0,2012.0
168,0.08170000000000001,2.0,46.0,2012.0
218,0.15180000000000002,3.0,41.0,2012.0
220,0.053200000000000004,2.0,46.0,2012.0
222,0.0511,2.0,46.0,2012.0
224,0.0572,2.0,46.0,2012.0
226,0.0925,2.0,46.0,2012.0
228,0.10490000000000001,3.0,46.0,2012.0
232,0.1422,3.0,46.0,2012.0
234,0.0889,2.0,46.0,2012.0
236,0.0765,2.0,46.0,2012.0
286,0.12710000000000002,2.0,46.0,2012.0
290,0.0606,2.0,46.0,2012.0
292,0.2526,1.0,40.0,2012.0
298,0.2736,1.0,34.0,2012.0
300,0.08460000000000001,3.0,46.0,2012.0
370,0.08900000000000001,2.0,46.0,2012.0
372,0.0961,2.0,46.0,2012.0
374,0.27140000000000003,1.0,40.0,2012.0
376,0.27140000000000003,1.0,40.0,2012.0
378,0.2434,1.0,40.0,2012.0
380,0.2434,1.0,40.0,2012.0
384,0.29760000000000003,1.0,40.0,2012.0
386,0.2742,3.0,36.0,2012.0
388,0.2916,1.0,40.0,2012.0
474,0.1114,2.0,46.0,2012.0
476,0.2619,1.0,35.0,2012.0
480,0.1779,1.0,40.0,2012.0
482,0.1694,1.0,40.0,2012.0
486,0.22490000000000002,1.0,40.0,2012.0
488,0.21300000000000002,1.0,40.0,2012.0
492,0.25620000000000004,3.0,41.0,2012.0
494,0.30060000000000003,1.0,40.0,2012.0
579,0.0752,2.0,46.0,2012.0
581,0.2015,1.0,40.0,2012.0
595,0.6129,1.0,40.0,2012.0
600,0.5304,1.0,40.0,2012.0
656,0.4113,1.0,40.0,2012.0
658,0.4535,1.0,40.0,2012.0
664,0.5256000000000001,1.0,40.0,2012.0
666,0.4958,1.0,40.0,2012.0
695,0.3294,1.0,40.0,2012.0
697,0.32580000000000003,1.0,40.0,2012.0
699,0.31770000000000004,1.0,40.0,2012.0
702,0.3141,1.0,40.0,2012.0
715,0.3094,1.0,40.0,2012.0
1052,0.125,2.0,36.0,2012.0
1084,0.0852,3.0,41.0,2012.0
1086,0.051300000000000005,2.0,41.0,2012.0
1088,0.0557,2.0,41.0,2012.0
1139,0.1032,3.0,41.0,2012.0
1141,0.046900000000000004,2.0,46.0,2012.0
1143,0.0362,1.0,46.0,2012.0
1145,0.022500000000000003,1.0,46.0,2012.0
154,0.1884,3.0,62.0,2012.0
156,0.12010000000000001,3.0,58.0,2012.0
160,0.108,3.0,58.0,2012.0
162,0.1312,3.0,58.0,2012.0
164,0.10020000000000001,3.0,58.0,2012.0
166,0.1564,3.0,63.0,2012.0
168,0.15380000000000002,3.0,52.0,2012.0
218,0.12000000000000001,3.0,52.0,2012.0
220,0.0727,3.0,58.0,2012.0
222,0.08900000000000001,3.0,62.0,2012.0
224,0.0787,3.0,58.0,2012.0
226,0.08900000000000001,3.0,58.0,2012.0
228,0.1212,3.0,58.0,2012.0
232,0.23600000000000002,3.0,51.0,2012.0
234,0.11960000000000001,3.0,58.0,2012.0
236,0.1401,3.0,62.0,2012.0
286,0.2066,1.0,51.0,2012.0
290,0.09090000000000001,3.0,58.0,2012.0
292,0.2293,1.0,52.0,2012.0
298,0.112,3.0,58.0,2012.0
300,0.1153,3.0,58.0,2012.0
370,0.19110000000000002,3.0,52.0,2012.0
372,0.1313,3.0,58.0,2012.0
374,0.22640000000000002,3.0,51.0,2012.0
376,0.1884,3.0,62.0,2012.0
378,0.21930000000000002,1.0,52.0,2012.0
380,0.20850000000000002,3.0,52.0,2012.0
384,0.2209,3.0,52.0,2012.0
386,0.2398,3.0,52.0,2012.0
388,0.1767,3.0,52.0,2012.0
474,0.31170000000000003,3.0,49.0,2012.0
476,0.1154,3.0,58.0,2012.0
480,0.195,3.0,52.0,2012.0
482,0.056,3.0,64.0,2012.0
486,0.137,3.0,52.0,2012.0
488,0.1231,3.0,51.0,2012.0
492,0.2373,3.0,52.0,2012.0
494,0.23900000000000002,3.0,52.0,2012.0
579,0.1686,3.0,49.0,2012.0
581,0.1343,1.0,51.0,2012.0
595,0.4268,3.0,52.0,2012.0
600,0.3735,1.0,51.0,2012.0
656,0.2351,3.0,52.0,2012.0
658,0.3612,1.0,51.0,2012.0
664,0.3128,1.0,51.0,2012.0
666,0.4963,1.0,51.0,2012.0
695,0.4061,1.0,51.0,2012.0
697,0.30760000000000004,1.0,51.0,2012.0
699,0.1476,3.0,62.0,2012.0
702,0.1751,1.0,51.0,2012.0
715,0.1433,1.0,51.0,2012.0
1052,0.10540000000000001,3.0,64.0,2012.0
1084,0.08170000000000001,3.0,52.0,2012.0
1086,0.07400000000000001,3.0,58.0,2012.0
1088,0.07150000000000001,3.0,58.0,2012.0
1139,0.0795,3.0,64.0,2012.0
1141,0.058600000000000006,3.0,58.0,2012.0
1143,0.049100000000000005,3.0,58.0,2012.0
1145,0.047,3.0,51.0,2012.0
154,0.1741,3.0,69.0,2012.0
156,0.1892,3.0,69.0,2012.0
160,0.027800000000000002,2.0,67.0,2012.0
162,0.0381,2.0,67.0,2012.0
164,0.051000000000000004,2.0,67.0,2012.0
166,0.1014,2.0,69.0,2012.0
168,0.023200000000000002,2.0,67.0,2012.0
218,0.035,2.0,68.0,2012.0
220,0.158,3.0,69.0,2012.0
222,0.0222,3.0,68.0,2012.0
224,0.033,3.0,68.0,2012.0
226,0.028,2.0,67.0,2012.0
228,0.0256,3.0,67.0,2012.0
232,0.0589,2.0,67.0,2012.0
234,0.0398,3.0,67.0,2012.0
236,0.0315,2.0,67.0,2012.0
286,0.0694,2.0,67.0,2012.0
290,0.016800000000000002,2.0,68.0,2012.0
292,0.0161,2.0,68.0,2012.0
298,0.20550000000000002,3.0,80.0,2012.0
300,0.228,3.0,80.0,2012.0
370,0.1573,3.0,69.0,2012.0
372,0.0383,2.0,68.0,2012.0
374,0.0315,2.0,68.0,2012.0
376,0.0405,2.0,67.0,2012.0
378,0.0233,2.0,67.0,2012.0
380,0.1701,3.0,76.0,2012.0
384,0.055,3.0,67.0,2012.0
386,0.09630000000000001,3.0,67.0,2012.0
388,0.053000000000000005,2.0,67.0,2012.0
474,0.08070000000000001,2.0,68.0,2012.0
476,0.21610000000000001,3.0,69.0,2012.0
480,0.029900000000000003,2.0,68.0,2012.0
482,0.044700000000000004,2.0,67.0,2012.0
486,0.0398,2.0,67.0,2012.0
488,0.0398,2.0,67.0,2012.0
492,0.0502,2.0,67.0,2012.0
494,0.0448,2.0,67.0,2012.0
579,0.015700000000000002,2.0,66.0,2012.0
581,0.1178,3.0,71.0,2012.0
595,0.20370000000000002,3.0,69.0,2012.0
600,0.109,3.0,67.0,2012.0
656,0.042100000000000005,3.0,68.0,2012.0
658,0.1331,3.0,67.0,2012.0
664,0.2024,3.0,71.0,2012.0
666,0.1766,2.0,69.0,2012.0
695,0.036500000000000005,3.0,69.0,2012.0
697,0.13970000000000002,2.0,69.0,2012.0
699,0.08510000000000001,2.0,69.0,2012.0
702,0.1729,3.0,71.0,2012.0
715,0.0337,2.0,69.0,2012.0
1052,0.0712,2.0,69.0,2012.0
1084,0.023200000000000002,2.0,68.0,2012.0
1086,0.0223,2.0,68.0,2012.0
1088,0.0108,2.0,68.0,2012.0
1139,0.0194,2.0,68.0,2012.0
1141,0.030600000000000002,2.0,69.0,2012.0
1143,0.0347,2.0,69.0,2012.0
1145,0.0017000000000000001,2.0,69.0,2012.0
154,0.19870000000000002,1.0,81.0,2012.0
156,0.2272,3.0,89.0,2012.0
160,0.2293,1.0,89.0,2012.0
162,0.2321,3.0,81.0,2012.0
164,0.3153,3.0,89.0,2012.0
166,0.272,3.0,91.0,2012.0
168,0.2619,3.0,81.0,2012.0
218,0.10160000000000001,2.0,84.0,2012.0
220,0.1696,1.0,81.0,2012.0
222,0.1666,3.0,81.0,2012.0
224,0.16920000000000002,1.0,89.0,2012.0
226,0.21400000000000002,1.0,89.0,2012.0
228,0.21810000000000002,1.0,89.0,2012.0
232,0.2414,1.0,89.0,2012.0
234,0.2661,3.0,81.0,2012.0
236,0.23720000000000002,3.0,89.0,2012.0
286,0.2873,1.0,89.0,2012.0
290,0.2275,3.0,89.0,2012.0
292,0.21300000000000002,3.0,89.0,2012.0
298,0.22310000000000002,1.0,89.0,2012.0
300,0.2427,1.0,89.0,2012.0
370,0.1986,3.0,89.0,2012.0
372,0.2376,3.0,89.0,2012.0
374,0.25620000000000004,3.0,91.0,2012.0
376,0.2379,3.0,81.0,2012.0
378,0.20720000000000002,3.0,91.0,2012.0
380,0.2008,3.0,89.0,2012.0
384,0.299,3.0,89.0,2012.0
386,0.3116,3.0,89.0,2012.0
388,0.2456,3.0,89.0,2012.0
474,0.34790000000000004,3.0,89.0,2012.0
476,0.07740000000000001,3.0,88.0,2012.0
480,0.19690000000000002,3.0,89.0,2012.0
482,0.1342,3.0,81.0,2012.0
486,0.1862,3.0,89.0,2012.0
488,0.1468,3.0,94.0,2012.0
492,0.23600000000000002,3.0,89.0,2012.0
494,0.24760000000000001,3.0,89.0,2012.0
579,0.1379,3.0,91.0,2012.0
581,0.1786,3.0,81.0,2012.0
595,0.31980000000000003,1.0,89.0,2012.0
600,0.33240000000000003,3.0,89.0,2012.0
656,0.1173,2.0,84.0,2012.0
658,0.17400000000000002,2.0,84.0,2012.0
664,0.2896,3.0,89.0,2012.0
666,0.4,1.0,89.0,2012.0
695,0.1559,3.0,89.0,2012.0
697,0.223,3.0,89.0,2012.0
699,0.2151,1.0,89.0,2012.0
702,0.2546,3.0,89.0,2012.0
715,0.127,1.0,89.0,2012.0
1052,0.0755,3.0,85.0,2012.0
1084,0.07440000000000001,2.0,84.0,2012.0
1086,0.08710000000000001,2.0,85.0,2012.0
1088,0.047900000000000005,2.0,85.0,2012.0
1139,0.20270000000000002,3.0,89.0,2012.0
1141,0.1015,3.0,89.0,2012.0
1143,0.0328,2.0,84.0,2012.0
1145,0.0858,3.0,88.0,2012.0
154,0.2462,1.0,101.0,2012.0
156,0.21030000000000001,3.0,100.0,2012.0
160,0.1836,3.0,112.0,2012.0
162,0.2214,3.0,111.0,2012.0
164,0.33240000000000003,3.0,110.0,2012.0
166,0.2546,3.0,112.0,2012.0
168,0.2431,3.0,100.0,2012.0
218,0.19870000000000002,3.0,100.0,2012.0
220,0.2054,3.0,110.0,2012.0
222,0.1222,3.0,100.0,2012.0
224,0.163,3.0,112.0,2012.0
226,0.198,3.0,100.0,2012.0
228,0.2069,3.0,100.0,2012.0
232,0.24780000000000002,3.0,100.0,2012.0
234,0.2147,3.0,112.0,2012.0
236,0.2232,3.0,110.0,2012.0
286,0.2752,1.0,100.0,2012.0
290,0.2141,3.0,100.0,2012.0
292,0.2094,3.0,100.0,2012.0
298,0.20400000000000001,3.0,100.0,2012.0
300,0.2114,3.0,110.0,2012.0
370,0.19790000000000002,3.0,110.0,2012.0
372,0.23240000000000002,3.0,110.0,2012.0
374,0.2394,3.0,110.0,2012.0
376,0.19140000000000001,3.0,110.0,2012.0
378,0.19920000000000002,3.0,110.0,2012.0
380,0.1993,3.0,110.0,2012.0
384,0.2822,3.0,100.0,2012.0
386,0.3038,3.0,100.0,2012.0
388,0.24080000000000001,3.0,110.0,2012.0
474,0.2878,3.0,112.0,2012.0
476,0.2257,3.0,101.0,2012.0
480,0.1961,3.0,110.0,2012.0
482,0.0253,3.0,110.0,2012.0
486,0.1782,3.0,100.0,2012.0
488,0.1981,3.0,100.0,2012.0
492,0.2053,3.0,112.0,2012.0
494,0.22970000000000002,3.0,100.0,2012.0
579,0.21150000000000002,3.0,100.0,2012.0
581,0.0585,3.0,110.0,2012.0
595,0.4562,1.0,112.0,2012.0
600,0.2026,3.0,111.0,2012.0
656,0.3159,3.0,100.0,2012.0
658,0.4461,3.0,100.0,2012.0
664,0.4768,1.0,112.0,2012.0
666,0.5568000000000001,1.0,112.0,2012.0
695,0.1595,3.0,100.0,2012.0
697,0.24070000000000003,3.0,112.0,2012.0
699,0.24450000000000002,3.0,112.0,2012.0
702,0.501,1.0,112.0,2012.0
715,0.228,3.0,101.0,2012.0
1052,0.2257,1.0,110.0,2012.0
1084,0.20120000000000002,1.0,100.0,2012.0
1086,0.1806,3.0,100.0,2012.0
1088,0.1189,3.0,100.0,2012.0
1139,0.20520000000000002,3.0,100.0,2012.0
1141,0.07590000000000001,2.0,97.0,2012.0
1143,0.0666,3.0,106.0,2012.0
1145,0.05,3.0,106.0,2012.0
154,0.2529,0.0,128.0,2012.0
156,0.22920000000000001,0.0,128.0,2012.0
160,0.20800000000000002,0.0,128.0,2012.0
162,0.2142,0.0,128.0,2012.0
164,0.45880000000000004,0.0,119.0,2012.0
166,0.2419,0.0,119.0,2012.0
168,0.3704,0.0,119.0,2012.0
218,0.24680000000000002,1.0,128.0,2012.0
220,0.2968,0.0,128.0,2012.0
222,0.2132,0.0,128.0,2012.0
224,0.22260000000000002,0.0,128.0,2012.0
226,0.2164,0.0,128.0,2012.0
228,0.2393,0.0,128.0,2012.0
232,0.3154,0.0,128.0,2012.0
234,0.33530000000000004,0.0,128.0,2012.0
236,0.2306,0.0,119.0,2012.0
286,0.3069,1.0,119.0,2012.0
290,0.2484,1.0,128.0,2012.0
292,0.24050000000000002,1.0,128.0,2012.0
298,0.23820000000000002,0.0,128.0,2012.0
300,0.22740000000000002,0.0,128.0,2012.0
370,0.21150000000000002,1.0,128.0,2012.0
372,0.2531,1.0,128.0,2012.0
374,0.278,1.0,128.0,2012.0
376,0.2561,1.0,119.0,2012.0
378,0.2011,1.0,128.0,2012.0
380,0.23570000000000002,3.0,127.0,2012.0
384,0.2808,1.0,119.0,2012.0
386,0.3269,1.0,128.0,2012.0
388,0.2722,1.0,114.0,2012.0
474,0.3778,1.0,128.0,2012.0
476,0.24830000000000002,1.0,128.0,2012.0
480,0.2492,3.0,119.0,2012.0
482,0.19640000000000002,3.0,128.0,2012.0
486,0.2695,1.0,128.0,2012.0
488,0.3169,3.0,128.0,2012.0
492,0.2525,1.0,128.0,2012.0
494,0.2509,1.0,128.0,2012.0
579,0.37560000000000004,1.0,128.0,2012.0
581,0.2901,1.0,127.0,2012.0
595,0.7055,1.0,127.0,2012.0
600,0.44870000000000004,0.0,119.0,2012.0
656,0.379,1.0,119.0,2012.0
658,0.5442,1.0,127.0,2012.0
664,0.5848,1.0,127.0,2012.0
666,0.49310000000000004,1.0,128.0,2012.0
695,0.27990000000000004,1.0,119.0,2012.0
697,0.39830000000000004,1.0,128.0,2012.0
699,0.4315,1.0,128.0,2012.0
702,0.3564,1.0,128.0,2012.0
715,0.40740000000000004,1.0,119.0,2012.0
1052,0.2609,0.0,119.0,2012.0
1084,0.2212,0.0,119.0,2012.0
1086,0.2165,0.0,119.0,2012.0
1088,0.2336,0.0,119.0,2012.0
1139,0.2469,0.0,128.0,2012.0
1141,0.2223,0.0,119.0,2012.0
1143,0.22460000000000002,1.0,128.0,2012.0
1145,0.2378,0.0,119.0,2012.0
154,0.2654,0.0,133.0,2012.0
156,0.2894,0.0,133.0,2012.0
160,0.2505,0.0,133.0,2012.0
162,0.2469,0.0,133.0,2012.0
164,0.44320000000000004,0.0,133.0,2012.0
166,0.28150000000000003,0.0,134.0,2012.0
168,0.44820000000000004,0.0,134.0,2012.0
218,0.24380000000000002,0.0,133.0,2012.0
220,0.2982,0.0,133.0,2012.0
222,0.24400000000000002,0.0,133.0,2012.0
224,0.2447,0.0,133.0,2012.0
226,0.23550000000000001,0.0,133.0,2012.0
228,0.2536,0.0,133.0,2012.0
232,0.2993,0.0,133.0,2012.0
234,0.27040000000000003,0.0,133.0,2012.0
236,0.2398,0.0,133.0,2012.0
286,0.3171,0.0,133.0,2012.0
290,0.2909,0.0,133.0,2012.0
292,0.25830000000000003,0.0,133.0,2012.0
298,0.28400000000000003,0.0,133.0,2012.0
300,0.2449,0.0,133.0,2012.0
370,0.28040000000000004,0.0,134.0,2012.0
372,0.2713,1.0,134.0,2012.0
374,0.328,1.0,134.0,2012.0
376,0.32180000000000003,1.0,134.0,2012.0
378,0.2549,1.0,134.0,2012.0
380,0.2456,0.0,133.0,2012.0
384,0.3231,0.0,133.0,2012.0
386,0.4006,0.0,133.0,2012.0
388,0.28140000000000004,0.0,133.0,2012.0
474,0.4268,0.0,134.0,2012.0
476,0.28750000000000003,1.0,134.0,2012.0
480,0.2778,1.0,134.0,2012.0
482,0.2887,1.0,134.0,2012.0
486,0.3256,0.0,134.0,2012.0
488,0.3163,0.0,134.0,2012.0
492,0.2646,0.0,133.0,2012.0
494,0.2906,0.0,133.0,2012.0
579,0.3103,0.0,134.0,2012.0
581,0.2711,0.0,134.0,2012.0
595,0.6052000000000001,1.0,134.0,2012.0
600,0.5316000000000001,1.0,134.0,2012.0
656,0.387,1.0,134.0,2012.0
658,0.5051,1.0,133.0,2012.0
664,0.5786,1.0,134.0,2012.0
666,0.5602,1.0,134.0,2012.0
695,0.3745,1.0,134.0,2012.0
697,0.47100000000000003,1.0,134.0,2012.0
699,0.4404,1.0,133.0,2012.0
702,0.5226000000000001,1.0,133.0,2012.0
715,0.4254,1.0,134.0,2012.0
1052,0.2615,0.0,133.0,2012.0
1084,0.22490000000000002,0.0,133.0,2012.0
1086,0.2501,0.0,134.0,2012.0
1088,0.25930000000000003,0.0,134.0,2012.0
1139,0.2441,0.0,133.0,2012.0
1141,0.3057,0.0,134.0,2012.0
1143,0.2644,0.0,134.0,2012.0
1145,0.3094,0.0,134.0,2012.0
154,0.33490000000000003,0.0,148.0,2012.0
156,0.341,0.0,148.0,2012.0
160,0.3121,0.0,148.0,2012.0
162,0.314,0.0,148.0,2012.0
164,0.5059,0.0,148.0,2012.0
166,0.4042,0.0,148.0,2012.0
168,0.36100000000000004,0.0,148.0,2012.0
218,0.3131,0.0,148.0,2012.0
220,0.3835,0.0,148.0,2012.0
222,0.3239,0.0,148.0,2012.0
224,0.3003,0.0,148.0,2012.0
226,0.33,0.0,148.0,2012.0
228,0.34190000000000004,0.0,148.0,2012.0
232,0.3526,0.0,148.0,2012.0
234,0.33680000000000004,0.0,148.0,2012.0
236,0.29150000000000004,0.0,148.0,2012.0
286,0.41340000000000005,0.0,148.0,2012.0
290,0.3773,0.0,148.0,2012.0
292,0.3336,0.0,148.0,2012.0
298,0.36000000000000004,0.0,148.0,2012.0
300,0.31970000000000004,0.0,148.0,2012.0
370,0.33430000000000004,0.0,155.0,2012.0
372,0.3362,0.0,148.0,2012.0
374,0.3735,0.0,148.0,2012.0
376,0.37170000000000003,0.0,148.0,2012.0
378,0.3049,0.0,148.0,2012.0
380,0.302,0.0,148.0,2012.0
384,0.3764,0.0,148.0,2012.0
386,0.45640000000000003,0.0,148.0,2012.0
388,0.35960000000000003,0.0,148.0,2012.0
474,0.48100000000000004,0.0,155.0,2012.0
476,0.33240000000000003,0.0,148.0,2012.0
480,0.3405,0.0,148.0,2012.0
482,0.2928,0.0,148.0,2012.0
486,0.33590000000000003,0.0,148.0,2012.0
488,0.40390000000000004,0.0,148.0,2012.0
492,0.3194,0.0,148.0,2012.0
494,0.3536,0.0,148.0,2012.0
579,0.3624,0.0,148.0,2012.0
581,0.3131,0.0,148.0,2012.0
595,0.6546000000000001,1.0,159.0,2012.0
600,0.6109,1.0,159.0,2012.0
656,0.5787,1.0,159.0,2012.0
658,0.6252,1.0,159.0,2012.0
664,0.5883,1.0,159.0,2012.0
666,0.5542,1.0,159.0,2012.0
695,0.5382,1.0,159.0,2012.0
697,0.5553,1.0,159.0,2012.0
699,0.496,1.0,159.0,2012.0
702,0.5223,1.0,159.0,2012.0
715,0.455,1.0,148.0,2012.0
1052,0.4073,1.0,159.0,2012.0
1084,0.3801,1.0,159.0,2012.0
1086,0.37070000000000003,1.0,159.0,2012.0
1088,0.3628,1.0,159.0,2012.0
1139,0.3242,0.0,148.0,2012.0
1141,0.4005,1.0,159.0,2012.0
1143,0.41850000000000004,1.0,159.0,2012.0
1145,0.3141,1.0,148.0,2012.0
154,0.5098,3.0,171.0,2012.0
156,0.5019,3.0,171.0,2012.0
160,0.4823,1.0,163.0,2012.0
162,0.5678000000000001,1.0,173.0,2012.0
164,0.6537000000000001,1.0,173.0,2012.0
166,0.5905,1.0,163.0,2012.0
168,0.5217,1.0,163.0,2012.0
218,0.3899,1.0,163.0,2012.0
220,0.5434,1.0,163.0,2012.0
222,0.4706,1.0,163.0,2012.0
224,0.45780000000000004,3.0,171.0,2012.0
226,0.44620000000000004,1.0,163.0,2012.0
228,0.5023,1.0,163.0,2012.0
232,0.32280000000000003,3.0,171.0,2012.0
234,0.5974,1.0,173.0,2012.0
236,0.47490000000000004,1.0,163.0,2012.0
286,0.4813,3.0,163.0,2012.0
290,0.4914,1.0,163.0,2012.0
292,0.47690000000000005,1.0,163.0,2012.0
298,0.625,1.0,173.0,2012.0
300,0.49720000000000003,1.0,163.0,2012.0
370,0.3144,3.0,163.0,2012.0
372,0.548,1.0,168.0,2012.0
374,0.548,1.0,168.0,2012.0
376,0.5324,1.0,168.0,2012.0
378,0.43170000000000003,3.0,163.0,2012.0
380,0.5347000000000001,1.0,168.0,2012.0
384,0.4953,3.0,171.0,2012.0
386,0.5748,1.0,163.0,2012.0
388,0.5358,1.0,163.0,2012.0
474,0.19160000000000002,3.0,163.0,2012.0
476,0.6455000000000001,1.0,168.0,2012.0
480,0.4163,3.0,171.0,2012.0
482,0.3023,3.0,163.0,2012.0
486,0.4077,3.0,171.0,2012.0
488,0.4481,1.0,171.0,2012.0
492,0.49520000000000003,1.0,163.0,2012.0
494,0.5591,1.0,163.0,2012.0
579,0.26630000000000004,3.0,171.0,2012.0
581,0.48950000000000005,1.0,168.0,2012.0
595,0.42100000000000004,3.0,168.0,2012.0
600,0.61,1.0,164.0,2012.0
656,0.4867,1.0,164.0,2012.0
658,0.6366,1.0,163.0,2012.0
664,0.5573,1.0,163.0,2012.0
666,0.6797000000000001,1.0,164.0,2012.0
695,0.48250000000000004,1.0,164.0,2012.0
697,0.1864,3.0,167.0,2012.0
699,0.5351,1.0,163.0,2012.0
702,0.46030000000000004,1.0,163.0,2012.0
715,0.5393,1.0,164.0,2012.0
1052,0.0315,3.0,167.0,2012.0
1084,0.3642,3.0,163.0,2012.0
1086,0.41590000000000005,1.0,163.0,2012.0
1088,0.4469,1.0,163.0,2012.0
1139,0.3088,1.0,171.0,2012.0
1141,0.4479,1.0,163.0,2012.0
1143,0.4436,1.0,163.0,2012.0
1145,0.773,1.0,163.0,2012.0
154,0.6990000000000001,0.0,190.0,2012.0
156,0.6561,0.0,190.0,2012.0
160,0.6866,0.0,190.0,2012.0
162,0.6868000000000001,0.0,190.0,2012.0
164,0.6874,0.0,190.0,2012.0
166,0.6492,0.0,190.0,2012.0
168,0.6845,0.0,190.0,2012.0
218,0.4681,0.0,183.0,2012.0
220,0.644,0.0,187.0,2012.0
222,0.6657000000000001,0.0,190.0,2012.0
224,0.634,0.0,190.0,2012.0
226,0.6331,0.0,190.0,2012.0
228,0.6762,0.0,190.0,2012.0
232,0.6809000000000001,0.0,190.0,2012.0
234,0.681,0.0,190.0,2012.0
236,0.6399,0.0,190.0,2012.0
286,0.5335,0.0,183.0,2012.0
290,0.6364000000000001,0.0,183.0,2012.0
292,0.6592,0.0,190.0,2012.0
298,0.6481,0.0,189.0,2012.0
300,0.6794,0.0,189.0,2012.0
370,0.5691,0.0,190.0,2012.0
372,0.5883,0.0,190.0,2012.0
374,0.5589000000000001,0.0,190.0,2012.0
376,0.5492,0.0,190.0,2012.0
378,0.5674,0.0,189.0,2012.0
380,0.6193000000000001,0.0,189.0,2012.0
384,0.651,0.0,189.0,2012.0
386,0.6923,0.0,189.0,2012.0
388,0.6944,0.0,189.0,2012.0
474,0.609,0.0,190.0,2012.0
476,0.5173,0.0,190.0,2012.0
480,0.5148,0.0,190.0,2012.0
482,0.4722,0.0,189.0,2012.0
486,0.5245000000000001,0.0,189.0,2012.0
488,0.5476,0.0,189.0,2012.0
492,0.6371,0.0,189.0,2012.0
494,0.7332000000000001,0.0,188.0,2012.0
579,0.48810000000000003,0.0,190.0,2012.0
581,0.4121,0.0,190.0,2012.0
595,0.7153,0.0,190.0,2012.0
600,0.64,0.0,190.0,2012.0
656,0.6501,0.0,190.0,2012.0
658,0.6427,0.0,190.0,2012.0
664,0.6419,0.0,190.0,2012.0
666,0.6069,0.0,190.0,2012.0
695,0.5795,1.0,190.0,2012.0
697,0.6535000000000001,0.0,190.0,2012.0
699,0.558,0.0,190.0,2012.0
702,0.47140000000000004,1.0,190.0,2012.0
715,0.5207,1.0,190.0,2012.0
1052,0.4813,0.0,183.0,2012.0
1084,0.4068,0.0,183.0,2012.0
1086,0.4007,0.0,183.0,2012.0
1088,0.4035,0.0,183.0,2012.0
1139,0.4539,0.0,183.0,2012.0
1141,0.4601,0.0,183.0,2012.0
1143,0.47490000000000004,0.0,183.0,2012.0
1145,0.48190000000000005,0.0,183.0,2012.0
154,0.6975,0.0,194.0,2012.0
156,0.6755,0.0,194.0,2012.0
160,0.7873,0.0,204.0,2012.0
162,0.7713,0.0,204.0,2012.0
164,0.7539,1.0,193.0,2012.0
166,0.7261000000000001,1.0,193.0,2012.0
168,0.7334,1.0,193.0,2012.0
218,0.48650000000000004,0.0,194.0,2012.0
220,0.6793,0.0,194.0,2012.0
222,0.6707000000000001,0.0,194.0,2012.0
224,0.7563000000000001,0.0,204.0,2012.0
226,0.7412000000000001,0.0,204.0,2012.0
228,0.7769,0.0,204.0,2012.0
232,0.7505000000000001,0.0,204.0,2012.0
234,0.6567000000000001,1.0,201.0,2012.0
236,0.6211,1.0,201.0,2012.0
286,0.5185000000000001,0.0,194.0,2012.0
290,0.7946000000000001,0.0,204.0,2012.0
292,0.7839,0.0,204.0,2012.0
298,0.6374000000000001,0.0,201.0,2012.0
300,0.6849000000000001,0.0,201.0,2012.0
370,0.5209,0.0,201.0,2012.0
372,0.627,1.0,193.0,2012.0
374,0.6348,1.0,193.0,2012.0
376,0.6346,1.0,193.0,2012.0
378,0.5405,1.0,201.0,2012.0
380,0.5942000000000001,1.0,201.0,2012.0
384,0.6466000000000001,0.0,201.0,2012.0
386,0.6471,1.0,201.0,2012.0
388,0.6591,1.0,201.0,2012.0
474,0.6334000000000001,0.0,204.0,2012.0
476,0.5959,0.0,204.0,2012.0
480,0.5535,1.0,193.0,2012.0
482,0.5471,1.0,193.0,2012.0
